答卷编号,IP地址,性别(有偿),年龄(有偿),城市(有偿),图片(微信),来源,昵称(微信),性别(微信),城市(微信),开始时间,结束时间,浏览器,操作系统,状态,证件号,用户名,姓名,用户类别,单位,邮件,Q1_您认为上述视频内容和思想政治课课堂教学的语言风格是否相近？_请打分,Q2_您认为上述视频内容和新闻联播的语言风格是否相近？_请打分,Q3_您认为上述视频内容和职业教育是否有联系？_请打分,Q4_您认为上述视频的内容语言风格跟下列哪种情境的内容或风格更相似？,Q5_全面从严治党的关键是:,Q6_新发展理念包括创新、协调、绿色、开放和:,Q7_民主法制建设的成就包括推进全面依法治国、党的领导、 有机统一。,Q8_党的十八届三中全会是在哪一年召开的？,Q9_中央外事工作会议明确提出外交大权在：,Q10_你喜欢类似视频中的思想政治课么？,Q11_你对下列哪些主体的工作满意？你不必说具体哪个，请告诉我您满意的主体数量（0-4）即可：钟南山院士高等院校非政府组织中央政府,Q12_你相信下列哪些主体发布的信息？你不必说具体哪个，请告诉我您相信的主体数量（0-4）即可：南方周末环球时报钟南山院士国务院新闻发布会,Q13_你相信下列哪些主体发布的信息？你不必说具体哪个，请告诉我您相信的主体数量（0-4）即可：南方周末环球时报钟南山院士纽约时报,Q14_你认为国家下列这些方面的能力强么？_统计民众和社会信息的能力,Q14_你认为国家下列这些方面的能力强么？_维护社会稳定的能力,Q14_你认为国家下列这些方面的能力强么？_维护社会团结，增加民众国家认同的能力,Q14_你认为国家下列这些方面的能力强么？_向社会获取资源（包括税收等）的能力,Q14_你认为国家下列这些方面的能力强么？_领导不同中央各部委和地方政府的能力,Q14_你认为国家下列这些方面的能力强么？_管理社会组织和市场主体的能力,Q14_你认为国家下列这些方面的能力强么？_提供社会福利的能力,Q15_请问你对上述视频有什么看法：,Q16_请问你对你平时上的思想政治课有什么看法：,Q17_你所在学校组织网课的最常见形式是什么？,Q17_你所在学校组织网课的最常见形式是什么？_开放选项,Q18_本学期，你平均每周在线上课（学校规定的课程）的时间为________小时。,Q19_本学期，你平均每周在线学习（不包括学校规定的课程）的时间为________小时。,Q20_本学期以来，你是否同意以下关于在线学习的描述_在线学习能够提高我的学习效率,Q20_本学期以来，你是否同意以下关于在线学习的描述_在线学习能够解决我大部分的学习问题,Q20_本学期以来，你是否同意以下关于在线学习的描述_相比于传统学习，在线学习能够让我更好地掌握知识与技能,Q20_本学期以来，你是否同意以下关于在线学习的描述_相比于传统学习，在线学习能让我的学习注意力更加集中,Q20_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，在线学习平台的师生交流功能使用起来很方便,Q20_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，通过在线学习平台获取知识与提升技能很轻松,Q20_本学期以来，你是否同意以下关于在线学习的描述_对于我来说，在线完成作业是一件容易的事,Q20_本学期以来，你是否同意以下关于在线学习的描述_学校会经常为我们提供在线学习方面的培训或指导,Q20_本学期以来，你是否同意以下关于在线学习的描述_学校会经常为我们提供在线学习资源（如网课资源、电子讲义等）,Q20_本学期以来，你是否同意以下关于在线学习的描述_学校为我们配备的硬件设施（如光纤网络、机房、虚拟仿真设备等）能满足我的在线学习需要,Q20_本学期以来，你是否同意以下关于在线学习的描述_学校会营造良好氛围来促进信息技术融入我们的学习,Q20_本学期以来，你是否同意以下关于在线学习的描述_我愿意向我的亲朋好友推荐在线学习形式,Q20_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我愿意继续采纳在线学习的方式进行学习,Q20_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我愿意提高使用在线学习平台学习的频率,Q20_本学期以来，你是否同意以下关于在线学习的描述_在以后的日子里，我希望在线学习的形式能扩展到更多课程的学习中,Q21_本学期以来，您是否同意以下关于在线学习满意度的描述_在线学习的整体体验感让我满意,Q21_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己的学习效率感到满意,Q21_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己所获得的学习效果感到满意,Q21_本学期以来，您是否同意以下关于在线学习满意度的描述_通过在线学习，我对自己所取得的整体收获感到满意,Q22_你上思想政治课的班级规模：,Q23_你对中央政府的工作有多满意？,Q24_你相信国务院新闻发布会发布的信息么？,Q25_你相信纽约时报发布的信息么？,Q26_你对老师在线授课的适应程度如何？,Q27_你对自己在线自主学习的适应程度如何？,Q28_你对学校组织的在线学习，有什么建议？
51,223.104.165.252,,,,,,,,,2021-06-30 11:44:11,2021-06-30 11:48:48,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,8.0,8.0,7.0,1,1,1,1,3,2,3,5,5,4,7,7,7,7,7,7,7,很有道理,是很有意义的一节课,3,,30,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,6,6,6,多体验
52,223.104.159.130,,,,,,,,,2021-06-30 11:42:36,2021-06-30 11:49:18,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,9.0,10.0,1,3,2,1,3,4,7,5,4,4,7,7,7,7,7,7,7,能够更加贴近时事政治，思想汇报材料更加贴近现实生活,非常贴近生活，老师讲述的案例也非常到位,8,以上都有，包括思政微课比赛,6,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,6,7,7,3,7,7,能够合理规划在线学习程度，坚持线上线下相结合
53,112.17.240.24,,,,,,,,,2021-06-30 11:47:38,2021-06-30 11:50:09,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,6.0,7.0,1,3,2,1,3,1,2,3,3,3,5,5,5,5,5,4,4,感觉不错,提供自身的思想,4,,5,6,6,5,6,6,6,6,6,5,5,5,5,5,6,6,6,6,6,6,5,5,5,5,5,5,5,可以继续加强
54,36.28.94.229,,,,,,,,,2021-06-30 11:45:24,2021-06-30 11:50:29,Unknown Browser,iPhone iOS 14.6,1,,,,,,,9.0,7.0,9.0,1,1,2,1,3,4,6,4,3,2,6,6,7,5,6,5,5,党领导我们走向更好的未来,差不多讲的内容,5,,5.6,5,5,6,5,5,5,5,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,5,6,6,无
55,223.104.160.103,,,,,,,,,2021-06-30 11:43:23,2021-06-30 11:50:42,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,5.0,8.0,5.0,3,3,2,1,2,3,6,4,5,4,7,7,7,6,7,7,7,挺好,好，认真学,4,,8,12,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,7,7,5,7,7,无
56,223.104.160.100,,,,,,,,,2021-06-30 11:48:08,2021-06-30 11:51:06,Unknown Browser,iPhone iOS 14.6,1,,,,,,,10.0,10.0,10.0,1,2,1,1,2,3,7,5,5,5,7,7,7,7,7,7,7,无,无,7,,30,30,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,5,7,7,无
57,223.104.160.63,,,,,,,,,2021-06-30 11:42:05,2021-06-30 11:51:11,Unknown Browser,iPhone iOS 13.6,1,,,,,,,9.0,8.0,8.0,1,1,2,1,2,4,6,5,5,5,7,7,7,6,7,7,7,无,无,4,,4个小时,6个小时,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,6,7,7,7,4,7,7,7,7,6,无
58,223.104.159.225,,,,,,,,,2021-06-30 11:47:06,2021-06-30 11:51:11,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,2,1,2,4,6,5,5,5,7,7,6,7,7,7,7,无,无,4,,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,5,5,无
59,36.18.111.183,,,,,,,,,2021-06-30 11:46:28,2021-06-30 11:51:15,Unknown Browser,iPhone iOS 14.6,1,,,,,,,10.0,10.0,10.0,1,1,2,1,3,4,7,5,5,4,7,7,7,7,6,7,7,没有,非常好,7,,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,4,7,7,挺好的
60,112.10.201.68,,,,,,,,,2021-06-30 11:48:06,2021-06-30 11:51:37,Unknown Browser,iPhone iOS 14.2,1,,,,,,,10.0,10.0,10.0,1,1,1,1,2,2,7,5,5,5,7,7,7,5,7,7,7,增进了民众的思想意识,很好,3,,20,3,7,7,7,6,6,6,5,6,6,6,7,6,6,6,6,6,7,7,6,4,7,6,7,7,7,没有
61,223.104.247.219,,,,,,,,,2021-06-30 11:46:03,2021-06-30 11:52:36,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,9.0,9.0,9.0,1,3,2,1,2,4,3,5,5,5,7,7,7,7,7,7,7,无,无,4,,21,20,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,7,7,7,6,6,无
62,36.18.239.162,,,,,,,,,2021-06-30 11:45:45,2021-06-30 11:54:09,Unknown Browser,iPhone iOS 14.2,1,,,,,,,8.0,7.0,5.0,1,3,3,1,2,2,2,5,5,4,6,6,6,6,6,6,6,有思想政治教育的特点,还挺好的,5,,18,30,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,4,6,7,6,6,6,可以和老师进行互动
63,223.104.246.150,,,,,,,,,2021-06-30 11:44:14,2021-06-30 11:54:30,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,7.0,7.0,6.0,1,1,2,1,2,4,3,4,4,3,6,6,6,6,6,6,6,视频非常好，能够鼓舞人心,平时上的政治思想课我认为能够逐步引导我们对政治上的事情进行关心,4,,3,0,5,5,5,4,6,5,6,5,6,6,6,5,5,6,6,5,5,5,5,4,7,7,5,6,6,无
64,112.17.236.187,,,,,,,,,2021-06-30 11:49:09,2021-06-30 11:54:40,Unknown Browser,iPhone iOS 14.4.2,1,,,,,,,6.0,7.0,7.0,3,1,2,1,2,4,2,4,4,3,5,6,6,5,6,6,6,很好,挺好的,5,,2,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,无
65,223.104.160.116,,,,,,,,,2021-06-30 11:51:09,2021-06-30 11:55:33,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,9.0,9.0,9.0,1,1,2,1,3,3,6,5,5,5,7,7,7,7,7,7,7,没有,讲解得很到位,5,,2,1,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,7,7,6,5,5,没有
66,223.104.246.197,,,,,,,,,2021-06-30 11:51:27,2021-06-30 11:55:44,Unknown Browser,iPhone iOS 13.6,1,,,,,,,10.0,10.0,10.0,1,1,2,1,2,4,3,5,5,4,6,6,6,6,6,6,6,没看法,没看法,5,,34,7,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,7,5,6,5,没意见
67,223.104.244.88,,,,,,,,,2021-06-30 11:49:33,2021-06-30 11:56:08,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,2,1,1,3,2,2,4,4,6,6,6,6,6,6,6,无,加强老师和同学们之间的互动,4,,4小时,2小时,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,7,6,6,6,多组织些这方面网课
68,223.104.159.159,,,,,,,,,2021-06-30 11:53:47,2021-06-30 11:56:27,Unknown Browser,iPhone iOS 14.0,1,,,,,,,9.0,8.0,9.0,1,1,2,1,3,1,1,2,2,3,5,5,5,5,5,5,5,无,无,3,,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,无
69,223.104.244.23,,,,,,,,,2021-06-30 11:51:10,2021-06-30 11:57:55,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,6.0,6.0,1,3,2,1,2,4,3,3,3,3,6,6,6,6,6,6,6,很有哲理,增长知识  挺不错,4,,6,0,5,5,5,5,6,6,5,6,6,6,6,6,6,5,5,6,6,6,6,4,6,6,5,6,6,无
70,223.104.165.233,,,,,,,,,2021-06-30 11:53:17,2021-06-30 11:58:43,Unknown Browser,iPhone iOS 14.6,1,,,,,,,8.0,5.0,7.0,3,3,2,1,2,4,6,4,4,3,6,7,7,6,5,5,5,全面,很好,4,,10,5,5,4,3,3,5,4,6,5,5,5,5,5,6,6,4,6,6,4,5,6,6,7,4,6,6,多组织传统学习
71,112.17.247.164,,,,,,,,,2021-06-30 11:52:06,2021-06-30 11:59:43,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,6.0,6.0,3,1,3,1,3,1,2,4,5,4,5,6,6,5,6,6,6,无,无,3,,6,0,5,4,4,3,5,5,5,5,5,4,5,4,4,5,4,5,5,5,5,5,7,7,4,5,5,无
72,223.104.244.231,,,,,,,,,2021-06-30 11:57:40,2021-06-30 12:00:54,Unknown Browser,iPhone iOS 14.6,1,,,,,,,8.0,8.0,8.0,1,4,3,1,2,2,6,4,5,3,6,6,7,7,7,7,7,挺好的,非常的有意义能学到很多东西,4,,2,50,6,6,5,6,6,6,6,6,6,5,6,6,6,6,6,6,5,5,5,5,6,6,6,7,6,次数太少
73,223.104.244.126,,,,,,,,,2021-06-30 11:58:47,2021-06-30 12:01:47,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,5.0,6.0,1,4,3,4,2,3,3,4,1,1,7,7,7,5,5,6,6,。。。。,没什么看法，打酱油,5,,2.5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,7,5,5,5,没什么建议
74,112.17.238.55,,,,,,,,,2021-06-30 12:02:56,2021-06-30 12:04:34,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,1,1,2,3,7,2,2,2,7,7,7,7,7,7,7,好,好,4,,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,好
75,36.23.93.43,,,,,,,,,2021-06-30 12:02:53,2021-06-30 12:05:14,Unknown Browser,iPhone iOS 14.6,1,,,,,,,6.0,5.0,6.0,1,2,2,2,2,3,3,4,3,4,7,7,7,5,6,6,6,无,无,4,,20,20,6,6,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,6,5,5,7,5,5,7,无
76,124.160.214.230,,,,,,,,,2021-06-30 12:03:17,2021-06-30 12:05:49,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,7.0,6.0,5.0,1,1,4,1,4,1,6,5,5,5,7,7,7,7,7,7,7,好,非常好,3,,25,28,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,7,6,4,5,6,没有什么可以建议的
77,112.17.245.109,,,,,,,,,2021-06-30 12:02:53,2021-06-30 12:06:04,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,6.0,6.0,1,3,3,1,2,2,3,3,3,3,6,6,6,6,6,6,4,无看法,有点无聊,5,,25,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,4,6,5,4,4,建议生动活泼点
78,223.104.159.165,,,,,,,,,2021-06-30 12:03:05,2021-06-30 12:06:10,Unknown Browser,iPhone iOS 14.5.1,1,,,,,,,7.0,7.0,7.0,1,1,3,1,4,2,3,5,5,5,5,4,5,6,6,6,4,无,无,4,,20,5,5,5,5,5,5,5,5,5,7,6,5,5,5,5,5,4,5,5,5,6,5,6,5,6,6,无
79,112.17.238.192,,,,,,,,,2021-06-30 12:03:38,2021-06-30 12:06:20,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,3,4,4,4,3,5,5,5,5,5,5,5,5,5,5,无,无,4,,60,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,无
80,223.104.246.133,,,,,,,,,2021-06-30 12:00:14,2021-06-30 12:06:21,Unknown Browser,iPhone iOS 14.5,1,,,,,,,10.0,7.0,7.0,1,3,2,1,2,4,3,4,4,4,6,6,6,6,6,6,6,无,要积极参与党的活动,4,,16,16,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,无
81,223.104.246.234,,,,,,,,,2021-06-30 12:04:18,2021-06-30 12:06:40,Unknown Browser,iPhone iOS 13.6,1,,,,,,,9.0,9.0,9.0,1,2,3,3,3,4,6,4,4,4,7,7,7,7,7,7,7,无,无,3,,5,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,4,7,7,3,7,7,无
82,112.17.238.36,,,,,,,,,2021-06-30 12:04:29,2021-06-30 12:07:04,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,5.0,5.0,2,3,3,2,3,2,3,2,3,3,6,5,6,5,5,5,5,无,无,5,,25,30,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,无
83,112.17.247.192,,,,,,,,,2021-06-30 12:00:59,2021-06-30 12:07:11,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,10.0,10.0,10.0,3,3,2,3,4,4,6,5,5,5,7,7,7,7,7,7,7,很好,很好,4,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,6,7,7,4,6,6,没有
84,223.104.160.96,,,,,,,,,2021-06-30 12:05:24,2021-06-30 12:07:16,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,10.0,10.0,10.0,1,1,2,1,3,1,6,5,5,5,6,6,6,6,6,6,6,无,无,3,,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,无
85,223.104.247.205,,,,,,,,,2021-06-30 12:00:21,2021-06-30 12:07:18,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,7.0,6.0,3,3,2,4,2,4,3,3,3,3,6,6,6,5,6,6,5,没有看法,没有看法,4,,2,1,5,5,5,4,6,5,7,5,6,6,6,5,6,6,6,6,5,5,5,6,6,7,4,6,6,无
86,223.104.246.25,,,,,,,,,2021-06-30 12:01:10,2021-06-30 12:07:44,Unknown Browser,iPhone iOS 13.6.1,1,,,,,,,8.0,9.0,8.0,1,1,2,1,2,3,6,4,3,3,6,6,6,6,6,6,6,没有,没有,3,,4,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,7,5,6,6,没有
87,112.17.240.145,,,,,,,,,2021-06-30 12:04:17,2021-06-30 12:07:45,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,8.0,8.0,1,2,2,2,3,3,3,3,2,4,6,5,4,6,5,5,6,无,无,5,,25,30,5,5,5,5,5,5,5,5,5,5,6,4,5,5,5,5,5,5,5,4,5,5,5,4,5,无
88,223.104.247.12,,,,,,,,,2021-06-30 12:04:18,2021-06-30 12:07:48,Unknown Browser,iPhone iOS 14.4,1,,,,,,,8.0,8.0,8.0,1,3,1,1,4,2,6,5,5,5,7,7,7,6,7,7,7,无,无,3,,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,4,7,7,无
89,112.17.238.174,,,,,,,,,2021-06-30 12:04:52,2021-06-30 12:07:52,Unknown Browser,iPhone iOS 14.0,1,,,,,,,10.0,10.0,9.0,1,3,3,1,2,1,3,5,5,4,7,7,7,7,7,7,7,无,无,4,,12,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,7,5,5,5,无
90,112.17.238.182,,,,,,,,,2021-06-30 12:06:52,2021-06-30 12:08:07,Chrome 78.0.3904.62,Android Linux 9,1,,,,,,,10.0,10.0,10.0,1,2,1,1,3,3,2,3,3,2,6,4,5,6,5,7,5,无,无,6,,7,7,5,6,4,5,4,6,6,4,6,5,7,6,5,5,6,3,6,5,6,4,6,6,5,4,4,无
91,36.23.20.38,,,,,,,,,2021-06-30 12:01:13,2021-06-30 12:08:14,Chrome 77.0.3865.120,Android Linux 9,1,,,,,,,8.0,8.0,8.0,1,1,2,1,2,4,3,4,4,4,7,7,7,7,7,7,7,无,无,7,,5,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,7,5,6,6,无
92,36.19.237.67,,,,,,,,,2021-06-30 12:04:40,2021-06-30 12:08:30,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,8.0,1.0,1,1,2,1,2,2,3,5,5,5,6,7,7,7,7,7,7,无,无,3,,21,21,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,无
93,112.17.238.61,,,,,,,,,2021-06-30 12:05:46,2021-06-30 12:08:46,Unknown Browser,iPhone iOS 14.6,1,,,,,,,10.0,10.0,10.0,1,3,3,1,2,1,3,5,5,3,6,7,7,7,7,7,7,无,无,4,,21,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,5,5,5,无
94,223.104.244.226,,,,,,,,,2021-06-30 12:01:40,2021-06-30 12:09:59,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,3,1,2,1,2,4,6,5,3,3,6,7,7,6,7,6,6,无,无,5,,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,7,7,5,6,7,无
95,223.104.159.206,,,,,,,,,2021-06-30 12:09:23,2021-06-30 12:11:35,Chrome 77.0.3865.120,Android Linux 8.1.0,1,,,,,,,10.0,10.0,9.0,1,3,3,1,1,2,1,5,5,5,7,7,7,7,7,7,7,无,无,3,,20,20,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,6,7,7,无
96,36.17.88.232,,,,,,,,,2021-06-30 12:10:22,2021-06-30 12:12:02,Unknown Browser,iPhone iOS 14.5,1,,,,,,,10.0,10.0,10.0,1,2,3,3,4,2,6,5,5,5,7,7,7,7,7,7,6,无,无,4,,10,10,6,6,6,6,6,5,5,6,6,5,6,6,7,7,6,6,6,6,6,5,6,7,5,6,6,无
97,223.104.244.121,,,,,,,,,2021-06-30 12:08:46,2021-06-30 12:12:44,Unknown Browser,iPhone iOS 14.4.2,1,,,,,,,8.0,8.0,7.0,3,3,1,1,3,1,6,5,5,5,6,6,6,7,7,7,5,非常喜欢,无,4,,6,4,6,6,6,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,无
98,223.104.165.149,,,,,,,,,2021-06-30 12:06:14,2021-06-30 12:13:02,Chrome 77.0.3865.120,Android Linux 11,1,,,,,,,5.0,5.0,6.0,1,3,2,1,2,4,3,2,5,4,6,6,6,6,6,6,6,无,无,4,,1,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,无
99,112.17.236.223,,,,,,,,,2021-06-30 12:08:59,2021-06-30 12:13:25,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,7.0,7.0,7.0,1,3,2,1,1,3,3,5,5,4,5,5,5,5,5,5,5,还好,还好,4,,3,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,7,4,5,5,没了
100,36.18.237.123,,,,,,,,,2021-06-30 12:02:52,2021-06-30 12:13:35,Chrome 78.0.3904.62,Android Linux 5.1,1,,,,,,,9.0,6.0,5.0,1,3,2,1,2,4,7,5,3,2,6,6,7,6,6,6,6,没有,没有,5,,7,9,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,7,3,6,6,挺好的
101,223.104.160.60,,,,,,,,,2021-06-30 12:09:34,2021-06-30 12:13:53,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,2,1,1,3,3,5,5,2,7,7,7,7,7,7,7,好,好,5,,21,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,5,无
102,223.104.244.239,,,,,,,,,2021-06-30 12:08:34,2021-06-30 12:14:11,Chrome 78.0.3904.62,Android Linux 8.1.0,1,,,,,,,8.0,8.0,8.0,1,4,3,3,3,1,6,5,3,2,7,7,7,7,7,7,7,国家在宣传方面做得较好,时事关心国家大事，政策,4,,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,7,7,5,7,7,好
103,211.138.116.142,,,,,,,,,2021-06-30 12:09:11,2021-06-30 12:14:24,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,3,2,1,2,4,3,5,5,5,6,6,6,6,6,6,6,无,挺好的,4,,1,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,无
104,223.104.159.251,,,,,,,,,2021-06-30 12:09:35,2021-06-30 12:14:25,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,6.0,6.0,6.0,1,3,3,3,2,4,3,3,4,4,6,6,6,6,6,6,6,无,无,4,,36,8,5,5,5,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,无
105,112.17.240.14,,,,,,,,,2021-06-30 12:11:17,2021-06-30 12:14:29,Chrome 78.0.3904.62,Android Linux 9,1,,,,,,,4.0,4.0,4.0,1,3,3,4,3,2,2,5,5,5,7,7,7,7,7,7,7,很不错,没看法,3,,24,12,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,6,6,6,5,5,5,没有
106,223.104.165.191,,,,,,,,,2021-06-30 12:12:25,2021-06-30 12:15:37,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,3,4,3,3,1,5,5,5,7,7,7,7,7,7,7,好,没看法，都挺好的,3,,20,24,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,挺好的
107,223.104.246.98,,,,,,,,,2021-06-30 12:12:42,2021-06-30 12:15:43,Unknown Browser,iPhone iOS 14.0.1,1,,,,,,,10.0,10.0,10.0,1,1,2,1,3,1,7,5,4,4,7,7,7,7,7,7,7,无,无,3,,3,3,6,6,7,6,7,7,7,7,7,6,7,7,6,6,7,7,7,7,7,5,6,7,7,7,7,无
108,36.17.238.233,,,,,,,,,2021-06-30 12:13:16,2021-06-30 12:15:44,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,2,1,2,2,2,2,3,3,7,7,7,7,7,7,7,无,无,3,,10,10,7,6,5,6,6,6,6,6,5,6,6,6,7,7,7,7,7,7,7,4,6,6,5,7,7,无
109,223.104.160.29,,,,,,,,,2021-06-30 12:14:11,2021-06-30 12:15:53,Chrome 78.0.3904.62,Android Linux 10,1,,,,,,,8.0,8.0,8.0,1,3,2,4,1,4,6,5,5,5,7,7,7,7,7,7,7,无,无,5,,3,3,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,6,6,7,5,7,7,7,7,7,无
110,223.104.165.219,,,,,,,,,2021-06-30 12:09:49,2021-06-30 12:17:45,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,8.0,8.0,8.0,1,1,2,1,2,4,2,4,5,5,6,6,6,6,6,5,5,无,无,7,,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,无
111,124.160.216.16,,,,,,,,,2021-06-30 12:15:39,2021-06-30 12:18:28,Chrome 77.0.3865.120,Android Linux 10,1,,,,,,,10.0,10.0,10.0,1,1,3,3,2,4,6,5,5,4,5,6,6,6,6,7,7,好,好,3,,6,3,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,7,6,7,7,挺好没有
112,223.104.159.153,,,,,,,,,2021-06-30 12:17:13,2021-06-30 12:19:51,Unknown Browser,iPhone iOS 13.1.2,1,,,,,,,10.0,10.0,10.0,1,1,3,1,2,3,3,5,5,5,7,7,7,7,7,6,7,很好,很好,5,,6,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,7,7,7,5,7,7,7,7,6,无
